group_id,action,reason,merged_rows,agency,line_item,value_label,fiscal_year,amount,pages,section_variants,program_variants,notes
201,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Interest Income Governor Policies - Legislative Revenue Policies - January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,5000.0,319,General Table,General Table,Identical rows collapsed
202,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Federal Grants Governor Policies - Legislative Revenue Policies - January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,0.0,319,General Table,General Table,Identical rows collapsed
203,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Transfers From/To Other Funds January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,0.0,319,General Table,General Table,Identical rows collapsed
204,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Refunds of Payments Governor Policies - Legislative Revenue Policies - January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,-2500.0,319,General Table,General Table,Identical rows collapsed
205,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Total Other Sources January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,2500.0,319,General Table,General Table,Identical rows collapsed
206,merged,exact_duplicate,2,General Fund / Statewide,General Obligation (GO) Bonds,Support the Cannabis Regulatory Fund,,0.0,321,General Table,General Table,Identical rows collapsed
207,merged,exact_duplicate,2,General Fund / Statewide,General Obligation (GO) Bonds,millioni,,0.0,321,General Table,General Table,Identical rows collapsed
208,merged,exact_duplicate,11,General Fund / Statewide,Unspecified,Appropriated Property Tax Relief and General Aid,,0.0,333,General Table,General Table,Identical rows collapsed
209,merged,exact_duplicate,8,General Fund / Statewide,- -,Appropriated Property Tax Relief and General Aid,,0.0,333,General Table,General Table,Identical rows collapsed
210,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Policy,,0.0,333,General Table,General Table,Identical rows collapsed
211,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,n FY 27.,2027,0.0,333,General Table,General Table,Identical rows collapsed
212,merged,exact_duplicate,3,General Fund / Statewide,Unspecified,Appropriated Property Tax Relief and General Aid,,1.0,333,General Table,General Table,Identical rows collapsed
213,merged,exact_duplicate,2,General Fund / Statewide,Office of Health Strategy,FY 26,2026,0.0,337,General Table,General Table,Identical rows collapsed
214,merged,exact_duplicate,2,General Fund / Statewide,Office of Health Strategy,FY 27,2027,0.0,337,General Table,General Table,Identical rows collapsed
215,merged,exact_duplicate,2,General Fund / Statewide,State Treasurer - -,FY 26,2026,0.0,337,General Table,General Table,Identical rows collapsed
216,merged,exact_duplicate,2,General Fund / Statewide,State Treasurer - -,FY 27,2027,0.0,337,General Table,General Table,Identical rows collapsed
217,merged,exact_duplicate,3,General Fund / Statewide,Department of Administrative Services - -,FY 26,2026,0.0,337,General Table,General Table,Identical rows collapsed
218,merged,exact_duplicate,3,General Fund / Statewide,Department of Administrative Services - -,FY 27,2027,0.0,337,General Table,General Table,Identical rows collapsed
219,merged,exact_duplicate,2,General Fund / Statewide,Office of Policy and Management - -,FY 26,2026,0.0,337,General Table,General Table,Identical rows collapsed
220,merged,exact_duplicate,2,General Fund / Statewide,Office of Policy and Management - -,FY 27,2027,0.0,337,General Table,General Table,Identical rows collapsed
221,merged,exact_duplicate,2,General Fund / Statewide,Department of Administrative Services - -,FY 26,2026,0.0,338,General Table,General Table,Identical rows collapsed
222,merged,exact_duplicate,2,General Fund / Statewide,Department of Administrative Services - -,FY 27,2027,0.0,338,General Table,General Table,Identical rows collapsed
223,merged,exact_duplicate,2,General Fund / Statewide,Fund TOTAL,Support the Cannabis Regulatory Fund,,0.0,339,General Table,General Table,Identical rows collapsed
224,merged,exact_duplicate,2,General Fund / Statewide,Fund TOTAL,millioni,,0.0,339,General Table,General Table,Identical rows collapsed
225,merged,exact_duplicate,2,General Fund / Statewide,Fund TOTAL,FY 25 $,2025,0.0,339,General Table,General Table,Identical rows collapsed
226,merged,exact_duplicate,5,General Fund / Statewide,Transfers - -,Support the Cannabis Regulatory Fund,,0.0,341,General Table,General Table,Identical rows collapsed
227,merged,exact_duplicate,4,General Fund / Statewide,Transfers - -,millioni,,0.0,341,General Table,General Table,Identical rows collapsed
228,merged,exact_duplicate,2,General Fund / Statewide,Beginning Balance,Support the Cannabis Regulatory Fund,,0.0,341,General Table,General Table,Identical rows collapsed
229,merged,exact_duplicate,6,General Fund / Statewide,Beginning Balance,FY 24 Actual $,2024,0.0,342,General Table,General Table,Identical rows collapsed
230,merged,exact_duplicate,6,General Fund / Statewide,Beginning Balance,FY 25 Estimated $,2025,0.0,342,General Table,General Table,Identical rows collapsed
231,merged,exact_duplicate,6,General Fund / Statewide,Beginning Balance,FY 26 Budget $,2026,0.0,342,General Table,General Table,Identical rows collapsed
232,merged,exact_duplicate,6,General Fund / Statewide,Beginning Balance,FY 27 Budget $,2027,0.0,342,General Table,General Table,Identical rows collapsed
233,merged,exact_duplicate,6,General Fund / Statewide,Revenue,FY 24 Actual $,2024,0.0,342,General Table,General Table,Identical rows collapsed
234,merged,exact_duplicate,6,General Fund / Statewide,Revenue,FY 25 Estimated $,2025,0.0,342,General Table,General Table,Identical rows collapsed
235,merged,exact_duplicate,6,General Fund / Statewide,Revenue,FY 26 Budget $,2026,0.0,342,General Table,General Table,Identical rows collapsed
236,merged,exact_duplicate,6,General Fund / Statewide,Revenue,FY 27 Budget $,2027,0.0,342,General Table,General Table,Identical rows collapsed
237,merged,exact_duplicate,6,General Fund / Statewide,Expenditures,FY 24 Actual $,2024,0.0,342,General Table,General Table,Identical rows collapsed
238,merged,exact_duplicate,6,General Fund / Statewide,Expenditures,FY 25 Estimated $,2025,0.0,342,General Table,General Table,Identical rows collapsed
239,merged,exact_duplicate,6,General Fund / Statewide,Expenditures,FY 26 Budget $,2026,0.0,342,General Table,General Table,Identical rows collapsed
240,merged,exact_duplicate,6,General Fund / Statewide,Expenditures,FY 27 Budget $,2027,0.0,342,General Table,General Table,Identical rows collapsed
241,merged,exact_duplicate,6,General Fund / Statewide,Transfers,FY 24 Actual $,2024,0.0,342,General Table,General Table,Identical rows collapsed
242,merged,exact_duplicate,2,General Fund / Statewide,Transfers,millioni,,0.0,342,General Table,General Table,Identical rows collapsed
243,merged,exact_duplicate,6,General Fund / Statewide,Transfers,FY 25 Estimated $,2025,0.0,342,General Table,General Table,Identical rows collapsed
244,merged,exact_duplicate,3,General Fund / Statewide,Transfers,FY 25 $,2025,0.0,342,General Table,General Table,Identical rows collapsed
245,merged,exact_duplicate,6,General Fund / Statewide,Transfers,FY 26 Budget $,2026,0.0,342,General Table,General Table,Identical rows collapsed
246,merged,exact_duplicate,6,General Fund / Statewide,Transfers,FY 27 Budget $,2027,0.0,342,General Table,General Table,Identical rows collapsed
247,merged,exact_duplicate,5,General Fund / Statewide,Ending Balance,FY 24 Actual $,2024,0.0,342,General Table,General Table,Identical rows collapsed
248,merged,exact_duplicate,5,General Fund / Statewide,Ending Balance,FY 25 Estimated $,2025,0.0,342,General Table,General Table,Identical rows collapsed
249,merged,exact_duplicate,5,General Fund / Statewide,Ending Balance,FY 26 Budget $,2026,0.0,342,General Table,General Table,Identical rows collapsed
250,merged,exact_duplicate,5,General Fund / Statewide,Ending Balance,FY 27 Budget $,2027,0.0,342,General Table,General Table,Identical rows collapsed
251,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Restitutions CIF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
252,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Use of Funds from Prior Years TF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
253,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Transfers From/(To) Other Funds CRF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
254,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Reductions,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
255,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Tax Refunds GF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
256,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Earned Income Tax Credit GF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
257,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue R&D Credit Exchange GF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
258,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Refunds of Payments GF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
259,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Transfer From Tobacco Settlement GF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
260,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Volatility Cap Adjustment GF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
261,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Tax Refunds STF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
262,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Refunds of Payments STF,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
263,merged,exact_duplicate,2,General Fund / Statewide,Other Revenue Reductions Total,FY 26 $,2026,0.0,348,General Table,General Table,Identical rows collapsed
264,merged,exact_duplicate,2,General Fund / Statewide,Transportation Lapses,FY 26 $,2026,0.0,354,General Table,General Table,Identical rows collapsed
265,merged,exact_duplicate,2,General Fund / Statewide,Transportation Unallocated Lapse All,FY 26 $,2026,0.0,354,General Table,General Table,Identical rows collapsed
266,merged,exact_duplicate,2,General Fund / Statewide,Transportation Lapses Total,FY 26 $,2026,0.0,354,General Table,General Table,Identical rows collapsed
267,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund General Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
268,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund General Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
269,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Special Transportation Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
270,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Special Transportation Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
271,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Municipal Revenue Sharing Fund,60 million in,,559409674.0,358,General Table,General Table,Identical rows collapsed
272,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Municipal Revenue Sharing Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
273,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Municipal Revenue Sharing Fund,Policy,,559409674.0,358,General Table,General Table,Identical rows collapsed
274,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Municipal Revenue Sharing Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
275,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Banking Fund,60 million in,,36301539.0,358,General Table,General Table,Identical rows collapsed
276,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Banking Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
277,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Banking Fund,Policy,,36595890.0,358,General Table,General Table,Identical rows collapsed
278,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Banking Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
279,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Insurance Fund,60 million in,,118397912.0,358,General Table,General Table,Identical rows collapsed
280,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Insurance Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
281,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Insurance Fund,Policy,,120109550.0,358,General Table,General Table,Identical rows collapsed
282,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Insurance Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
283,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Consumer Counsel and Public Utility Control Fund,60 million in,,37235150.0,358,General Table,General Table,Identical rows collapsed
284,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Consumer Counsel and Public Utility Control Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
285,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Consumer Counsel and Public Utility Control Fund,Policy,,37519262.0,358,General Table,General Table,Identical rows collapsed
286,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Consumer Counsel and Public Utility Control Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
287,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Workers' Compensation Fund,60 million in,,27287983.0,358,General Table,General Table,Identical rows collapsed
288,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Workers' Compensation Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
289,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Workers' Compensation Fund,Policy,,27437125.0,358,General Table,General Table,Identical rows collapsed
290,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Workers' Compensation Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
291,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Mashantucket Pequot and Mohegan Fund,60 million in,,52541796.0,358,General Table,General Table,Identical rows collapsed
292,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Mashantucket Pequot and Mohegan Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
293,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Mashantucket Pequot and Mohegan Fund,Policy,,52541796.0,358,General Table,General Table,Identical rows collapsed
294,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Mashantucket Pequot and Mohegan Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
295,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Criminal Injuries Compensation Fund,60 million in,,2934088.0,358,General Table,General Table,Identical rows collapsed
296,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Criminal Injuries Compensation Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
297,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Criminal Injuries Compensation Fund,Policy,,2934088.0,358,General Table,General Table,Identical rows collapsed
298,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Criminal Injuries Compensation Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
299,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Tourism Fund,60 million in,,17884502.0,358,General Table,General Table,Identical rows collapsed
300,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Tourism Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
301,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Tourism Fund,Policy,,18709502.0,358,General Table,General Table,Identical rows collapsed
302,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Tourism Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
303,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Social Equity and Innovation Fund,60 million in,,0.0,358,General Table,General Table,Identical rows collapsed
304,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Social Equity and Innovation Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
305,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Social Equity and Innovation Fund,Policy,,0.0,358,General Table,General Table,Identical rows collapsed
306,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Social Equity and Innovation Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
307,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Prevention and Recovery Services Fund,60 million in,,3365268.0,358,General Table,General Table,Identical rows collapsed
308,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Prevention and Recovery Services Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
309,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Prevention and Recovery Services Fund,Policy,,3365268.0,358,General Table,General Table,Identical rows collapsed
310,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Prevention and Recovery Services Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
311,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Regulatory Fund,60 million in,,9374453.0,358,General Table,General Table,Identical rows collapsed
312,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Regulatory Fund,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
313,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Regulatory Fund,Policy,,9374453.0,358,General Table,General Table,Identical rows collapsed
314,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Cannabis Regulatory Fund,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
315,merged,exact_duplicate,3,General Fund / Statewide,Gross Appropriations by Fund Subtotal,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
316,merged,exact_duplicate,3,General Fund / Statewide,Gross Appropriations by Fund Subtotal,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
317,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Unallocated Lapse,FY 26 $,2026,0.0,358,General Table,General Table,Identical rows collapsed
318,merged,exact_duplicate,2,General Fund / Statewide,Gross Appropriations by Fund Unallocated Lapse,FY 27 $,2027,0.0,358,General Table,General Table,Identical rows collapsed
319,merged,summary_panel_overlap,3,General Fund / Statewide,Appropriations,General Fund,,0.0,7,General Table,General Table,Collapsed 2 overlapping summary rows
320,merged,summary_panel_overlap,3,General Fund / Statewide,Appropriations,Other Appropriated,,0.0,7,General Table,General Table,Collapsed 2 overlapping summary rows
321,merged,summary_panel_overlap,3,General Fund / Statewide,Appropriations,All Appropriated,,0.0,7,General Table,General Table,Collapsed 2 overlapping summary rows
