agency,section,program,line_item,value_label,fiscal_year,amount,page
General Fund / Statewide,General Table,General Table,DMHAS-Disproportionate Share,Legislative,,108935000.0,199
General Fund / Statewide,General Table,General Table,DMHAS-Disproportionate Share,60 million in,,108935000.0,199
General Fund / Statewide,General Table,General Table,Connecticut Home Care Program,Actual FY 2023,2023,38164539.0,199
General Fund / Statewide,General Table,General Table,Connecticut Home Care Program,Actual FY 2024,2024,41363835.0,199
General Fund / Statewide,General Table,General Table,Connecticut Home Care Program,Appropriation FY 2025,2025,46720000.0,199
General Fund / Statewide,General Table,General Table,Connecticut Home Care Program,Governor Recommended,,48050000.0,199
General Fund / Statewide,General Table,General Table,Connecticut Home Care Program,FY,,50680000.0,199
General Fund / Statewide,General Table,General Table,Connecticut Home Care Program,Legislative,,48450000.0,199
General Fund / Statewide,General Table,General Table,Connecticut Home Care Program,60 million in,,51180000.0,199
General Fund / Statewide,General Table,General Table,Human Resource Development- Hispanic Programs,Actual FY 2023,2023,888619.0,199
General Fund / Statewide,General Table,General Table,Human Resource Development- Hispanic Programs,Actual FY 2024,2024,1225409.0,199
General Fund / Statewide,General Table,General Table,Human Resource Development- Hispanic Programs,Appropriation FY 2025,2025,1043704.0,199
General Fund / Statewide,General Table,General Table,Human Resource Development- Hispanic Programs,Governor Recommended,,1070348.0,199
General Fund / Statewide,General Table,General Table,Human Resource Development- Hispanic Programs,FY,,1070348.0,199
General Fund / Statewide,General Table,General Table,Human Resource Development- Hispanic Programs,Legislative,,1070348.0,199
General Fund / Statewide,General Table,General Table,Human Resource Development- Hispanic Programs,60 million in,,1070348.0,199
General Fund / Statewide,General Table,General Table,Community Residential Services,Actual FY 2023,2023,769040043.0,199
General Fund / Statewide,General Table,General Table,Community Residential Services,Actual FY 2024,2024,0.0,199
General Fund / Statewide,General Table,General Table,Community Residential Services,Appropriation FY 2025,2025,0.0,199
General Fund / Statewide,General Table,General Table,Community Residential Services,Governor Recommended,,0.0,199
General Fund / Statewide,General Table,General Table,Community Residential Services,FY,,0.0,199
General Fund / Statewide,General Table,General Table,Community Residential Services,Legislative,,0.0,199
General Fund / Statewide,General Table,General Table,Community Residential Services,60 million in,,0.0,199
General Fund / Statewide,General Table,General Table,Safety Net Services,Actual FY 2023,2023,1458012.0,199
General Fund / Statewide,General Table,General Table,Safety Net Services,Actual FY 2024,2024,1495191.0,199
General Fund / Statewide,General Table,General Table,Safety Net Services,Appropriation FY 2025,2025,1462802.0,199
General Fund / Statewide,General Table,General Table,Safety Net Services,Governor Recommended,,1500145.0,199
General Fund / Statewide,General Table,General Table,Safety Net Services,FY,,1500145.0,199
General Fund / Statewide,General Table,General Table,Safety Net Services,Legislative,,1500145.0,199
General Fund / Statewide,General Table,General Table,Safety Net Services,60 million in,,1500145.0,199
General Fund / Statewide,General Table,General Table,Refunds Of Collections,Actual FY 2023,2023,89965.0,199
General Fund / Statewide,General Table,General Table,Refunds Of Collections,Actual FY 2024,2024,89965.0,199
General Fund / Statewide,General Table,General Table,Refunds Of Collections,Appropriation FY 2025,2025,89965.0,199
General Fund / Statewide,General Table,General Table,Refunds Of Collections,Governor Recommended,,89965.0,199
General Fund / Statewide,General Table,General Table,Refunds Of Collections,FY,,89965.0,199
General Fund / Statewide,General Table,General Table,Refunds Of Collections,Legislative,,89965.0,199
General Fund / Statewide,General Table,General Table,Refunds Of Collections,60 million in,,89965.0,199
General Fund / Statewide,General Table,General Table,Services for Persons With Disabilities,Actual FY 2023,2023,281617.0,199
General Fund / Statewide,General Table,General Table,Services for Persons With Disabilities,Actual FY 2024,2024,283698.0,199
General Fund / Statewide,General Table,General Table,Services for Persons With Disabilities,Appropriation FY 2025,2025,301953.0,199
General Fund / Statewide,General Table,General Table,Services for Persons With Disabilities,Governor Recommended,,309661.0,199
General Fund / Statewide,General Table,General Table,Services for Persons With Disabilities,FY,,309661.0,199
General Fund / Statewide,General Table,General Table,Services for Persons With Disabilities,Legislative,,309661.0,199
General Fund / Statewide,General Table,General Table,Services for Persons With Disabilities,60 million in,,309661.0,199
General Fund / Statewide,General Table,General Table,Nutrition Assistance,Actual FY 2023,2023,821208.0,199
General Fund / Statewide,General Table,General Table,Nutrition Assistance,Actual FY 2024,2024,1020941.0,199
General Fund / Statewide,General Table,General Table,Nutrition Assistance,Appropriation FY 2025,2025,1000000.0,199
General Fund / Statewide,General Table,General Table,Nutrition Assistance,Governor Recommended,,1020994.0,199
General Fund / Statewide,General Table,General Table,Nutrition Assistance,FY,,1920994.0,199
General Fund / Statewide,General Table,General Table,Nutrition Assistance,Legislative,,3020994.0,199
General Fund / Statewide,General Table,General Table,Nutrition Assistance,60 million in,,6020994.0,199
General Fund / Statewide,General Table,General Table,State Administered General Assistance,Actual FY 2023,2023,14012163.0,199
General Fund / Statewide,General Table,General Table,State Administered General Assistance,Actual FY 2024,2024,16736210.0,199
General Fund / Statewide,General Table,General Table,State Administered General Assistance,Appropriation FY 2025,2025,14710000.0,199
General Fund / Statewide,General Table,General Table,State Administered General Assistance,Governor Recommended,,16960000.0,199
General Fund / Statewide,General Table,General Table,State Administered General Assistance,FY,,17880000.0,199
General Fund / Statewide,General Table,General Table,State Administered General Assistance,Legislative,,17480000.0,199
General Fund / Statewide,General Table,General Table,State Administered General Assistance,60 million in,,19000000.0,199
General Fund / Statewide,General Table,General Table,Connecticut Children's Medical Center,Actual FY 2023,2023,11138737.0,199
General Fund / Statewide,General Table,General Table,Connecticut Children's Medical Center,Actual FY 2024,2024,11138737.0,199
General Fund / Statewide,General Table,General Table,Connecticut Children's Medical Center,Appropriation FY 2025,2025,11138737.0,199
General Fund / Statewide,General Table,General Table,Connecticut Children's Medical Center,Governor Recommended,,11138737.0,199
General Fund / Statewide,General Table,General Table,Connecticut Children's Medical Center,FY,,11138737.0,199
General Fund / Statewide,General Table,General Table,Connecticut Children's Medical Center,Legislative,,13138737.0,199
General Fund / Statewide,General Table,General Table,Connecticut Children's Medical Center,60 million in,,13138737.0,199
General Fund / Statewide,General Table,General Table,Community Services,Actual FY 2023,2023,4837671.0,199
General Fund / Statewide,General Table,General Table,Community Services,Actual FY 2024,2024,7921763.0,199
General Fund / Statewide,General Table,General Table,Community Services,Appropriation FY 2025,2025,6335965.0,199
General Fund / Statewide,General Table,General Table,Community Services,Governor Recommended,,4038162.0,199
General Fund / Statewide,General Table,General Table,Community Services,FY,,4038162.0,199
General Fund / Statewide,General Table,General Table,Community Services,Legislative,,10997162.0,199
General Fund / Statewide,General Table,General Table,Community Services,60 million in,,10992162.0,199
General Fund / Statewide,General Table,General Table,Human Services Infrastructure Community Action Program,Actual FY 2023,2023,3969426.0,199
General Fund / Statewide,General Table,General Table,Human Services Infrastructure Community Action Program,Actual FY 2024,2024,4289765.0,199
General Fund / Statewide,General Table,General Table,Human Services Infrastructure Community Action Program,Appropriation FY 2025,2025,4177301.0,199
General Fund / Statewide,General Table,General Table,Human Services Infrastructure Community Action Program,Governor Recommended,,4204736.0,199
General Fund / Statewide,General Table,General Table,Human Services Infrastructure Community Action Program,FY,,4204736.0,199
General Fund / Statewide,General Table,General Table,Human Services Infrastructure Community Action Program,Legislative,,4274240.0,199
General Fund / Statewide,General Table,General Table,Human Services Infrastructure Community Action Program,60 million in,,4274240.0,199
General Fund / Statewide,General Table,General Table,Teen Pregnancy Prevention,Actual FY 2023,2023,1454281.0,199
General Fund / Statewide,General Table,General Table,Teen Pregnancy Prevention,Actual FY 2024,2024,1281171.0,199
General Fund / Statewide,General Table,General Table,Teen Pregnancy Prevention,Appropriation FY 2025,2025,1361787.0,199
General Fund / Statewide,General Table,General Table,Teen Pregnancy Prevention,Governor Recommended,,1394639.0,199
General Fund / Statewide,General Table,General Table,Teen Pregnancy Prevention,FY,,1394639.0,199
General Fund / Statewide,General Table,General Table,Teen Pregnancy Prevention,Legislative,,1394639.0,199
General Fund / Statewide,General Table,General Table,Teen Pregnancy Prevention,60 million in,,1394639.0,199
General Fund / Statewide,General Table,General Table,Domestic Violence Shelters,Actual FY 2023,2023,7459941.0,199
General Fund / Statewide,General Table,General Table,Domestic Violence Shelters,Actual FY 2024,2024,7650170.0,199
General Fund / Statewide,General Table,General Table,Domestic Violence Shelters,Appropriation FY 2025,2025,7459941.0,199
General Fund / Statewide,General Table,General Table,Domestic Violence Shelters,Governor Recommended,,9150381.0,199
General Fund / Statewide,General Table,General Table,Domestic Violence Shelters,FY,,9150381.0,199
General Fund / Statewide,General Table,General Table,Domestic Violence Shelters,Legislative,,8650381.0,199
General Fund / Statewide,General Table,General Table,Domestic Violence Shelters,60 million in,,8650381.0,199
